PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Nationality,Occupation,FamilySize,IsAlone,Deck,Title,AgeGroup,TravelPurpose,Survived
1470,1,"Patel, Dr. Anna Ali",male,14.1,3,2,J1FFDWV,77.89,,S,France,Doctor,6,0,A,Dr,Teen,Immigration,1
1471,1,"Lee, Master. Mary Emma",male,27.5,1,2,3C4VL5B,86.8,,C,USA,Labourer,4,0,Unknown,Master,Adult,Vacation,0
1472,3,"Smith, Miss. John Raj",female,49.5,3,1,Q95R7AQ,38.2,,S,Italy,Labourer,5,0,Unknown,Miss,Adult,Family Visit,0
1473,1,"Garcia, Dr. John Mary",female,48.6,1,2,TKXJS3B,95.3,G110,C,Lebanon,Student,4,0,G,Dr,Adult,Business,1
1474,2,"Singh, Mrs. David Ali",female,23.8,0,1,VZ202GU,47.5,,Q,France,Labourer,2,0,F,Mrs,Adult,Business,1
1475,2,"Johnson, Master. Ali Mary",male,42.0,2,2,BX85E01,63.36,D17,S,Lebanon,Merchant,5,0,D,Master,Adult,Business,0
1476,3,"Brown, Dr. Emma John",female,27.3,2,2,67P8Q8W,23.89,,S,France,Student,5,0,Unknown,Dr,Adult,Vacation,0
1477,3,"Khan, Miss. David John",female,32.8,0,0,WY36GNM,20.5,,S,France,Teacher,1,1,Unknown,Miss,Adult,Immigration,1
1478,3,"Patel, Dr. David Ali",male,28.4,2,2,NTGUL8H,30.88,,Q,Germany,Nurse,5,0,Unknown,Dr,Adult,Immigration,0
1479,3,"Singh, Dr. Emma John",male,54.0,1,2,AD8JSM6,39.93,,S,France,Labourer,4,0,Unknown,Dr,Adult,Immigration,0
1480,2,"Martin, Mr. David James",male,25.7,1,1,85YYY4X,79.29,,C,Finland,Doctor,3,0,D,Mr,Adult,Family Visit,0
1481,2,"Lee, Mr. Raj Mary",male,18.8,2,1,0ZRMYLS,69.74,B52,C,Ireland,Seamstress,4,0,B,Mr,Teen,Vacation,0
1482,3,"Martin, Master. John James",male,27.1,1,2,8WLT7SE,13.54,,S,Finland,Nurse,4,0,Unknown,Master,Adult,Family Visit,0
1483,3,"Brown, Miss. James Anna",female,34.4,0,2,GXIO800,37.48,,S,Sweden,Teacher,3,0,Unknown,Miss,Adult,Family Visit,0
1484,3,"Brown, Dr. Raj Ali",female,18.0,0,2,MC9ADRV,5.09,,S,France,Nurse,3,0,Unknown,Dr,Teen,Family Visit,1
1485,3,"Murphy, Master. Emma Anna",male,57.3,3,1,1NDTK4Z,38.8,,S,Ireland,Nurse,5,0,Unknown,Master,Adult,Business,0
1486,3,"Khan, Miss. Raj Emma",female,44.6,2,1,E4AU7K4,31.9,,C,Italy,Engineer,4,0,Unknown,Miss,Adult,Immigration,0
1487,2,"Brown, Dr. John John",male,24.0,2,0,778PD2U,39.35,G110,S,England,Engineer,3,0,G,Dr,Adult,Vacation,1
1488,3,"Khan, Dr. David Emma",female,26.3,0,0,T8CGX65,28.44,,C,USA,Student,1,1,Unknown,Dr,Adult,Family Visit,1
1489,3,"Lee, Mrs. Emma Ali",female,13.9,2,1,0H3612W,27.94,,S,France,Clerk,4,0,Unknown,Mrs,Teen,Family Visit,0
1490,3,"Lee, Master. Emma Mary",male,32.5,3,1,9TZ8SXZ,14.77,,S,Sweden,Student,5,0,Unknown,Master,Adult,Business,0
1491,1,"Martin, Dr. Emma Mary",female,28.0,0,1,04CQZXG,180.4,,Q,Italy,Seamstress,2,0,E,Dr,Adult,Business,1
1492,1,"Lee, Dr. Ali Anna",female,35.8,0,2,3545HK7,145.58,,S,Ireland,Teacher,3,0,D,Dr,Adult,Family Visit,1
1493,3,"Johnson, Dr. James Mary",female,48.2,3,1,SVB9B96,6.91,,C,Italy,Nurse,5,0,Unknown,Dr,Adult,Vacation,1
1494,1,"Singh, Master. James Raj",male,29.4,1,0,0QFVI16,186.53,,S,India,Merchant,2,0,C,Master,Adult,Vacation,1
1495,3,"Brown, Master. Anna John",male,42.4,2,1,965G9B2,9.23,,C,Italy,Doctor,4,0,Unknown,Master,Adult,Family Visit,1
1496,1,"Khan, Mr. Raj Raj",male,23.3,1,2,IRI76J9,136.1,,S,Italy,Nurse,4,0,Unknown,Mr,Adult,Vacation,1
1497,2,"Patel, Dr. Ali Emma",female,34.2,2,1,D1K4MA8,27.13,,C,Lebanon,Clerk,4,0,B,Dr,Adult,Immigration,1
1498,3,"Khan, Dr. Raj John",male,26.2,2,1,UBH1T2H,16.89,,C,France,Doctor,4,0,Unknown,Dr,Adult,Immigration,0
1499,3,"Murphy, Dr. Mary Raj",male,27.7,2,1,64OZR0Z,26.14,,S,Finland,Seamstress,4,0,Unknown,Dr,Adult,Family Visit,0
1500,3,"Patel, Dr. Anna Mary",male,55.1,0,2,UAKXHA2,19.1,,S,USA,Businessman,3,0,Unknown,Dr,Adult,Vacation,1
1501,3,"Singh, Master. Raj David",male,45.5,2,2,GS48BNN,36.78,,S,USA,Engineer,5,0,Unknown,Master,Adult,Business,0
1502,3,"Lee, Master. Ali Emma",male,20.8,0,1,5RQMJO0,30.33,,S,Sweden,Seamstress,2,0,Unknown,Master,Adult,Vacation,0
1503,1,"Lee, Mr. James Anna",male,20.9,2,2,R5AELKY,61.02,,S,India,Businessman,5,0,A,Mr,Adult,Immigration,0
1504,3,"Murphy, Mrs. David John",female,13.7,1,0,XN5EPAX,16.04,,S,France,Clerk,2,0,Unknown,Mrs,Teen,Business,0
1505,3,"Smith, Dr. Mary Anna",male,43.5,2,2,DVVX4A3,17.7,,S,Italy,Student,5,0,Unknown,Dr,Adult,Family Visit,1
1506,3,"Khan, Mr. Raj Emma",male,34.0,1,2,HH905VR,25.39,,C,Italy,Businessman,4,0,Unknown,Mr,Adult,Business,0
1507,3,"Murphy, Mrs. Mary James",female,43.9,2,2,ME2JPFU,38.77,,C,Italy,Nurse,5,0,Unknown,Mrs,Adult,Vacation,1
1508,2,"Johnson, Master. John Emma",male,31.7,3,2,9F3XQ5B,51.57,F83,S,Italy,Nurse,6,0,F,Master,Adult,Business,1
1509,2,"Garcia, Master. Ali Raj",male,33.4,0,2,JDMFFNS,69.06,,S,Lebanon,Businessman,3,0,Unknown,Master,Adult,Immigration,0
1510,3,"Singh, Mrs. John Mary",female,52.7,3,2,KVSHW3Z,23.64,,S,Lebanon,Seamstress,6,0,Unknown,Mrs,Adult,Family Visit,1
1511,3,"Smith, Mr. John Raj",male,28.4,0,0,0A2SLAC,25.28,,S,USA,Nurse,1,1,Unknown,Mr,Adult,Vacation,0
1512,3,"Smith, Mr. James John",male,24.1,0,1,UQXKIMF,8.94,,S,Sweden,Seamstress,2,0,Unknown,Mr,Adult,Business,0
1513,2,"Murphy, Mr. Ali John",male,45.2,3,1,O5Y8PCW,79.5,,C,Lebanon,Businessman,5,0,D,Mr,Adult,Immigration,0
1514,1,"Lee, Mrs. David John",female,16.7,2,2,BWUC887,199.53,E121,C,USA,Doctor,5,0,E,Mrs,Teen,Vacation,1
1515,3,"Garcia, Mrs. Emma David",female,31.5,2,2,LF4QUJV,6.94,,S,Germany,Engineer,5,0,Unknown,Mrs,Adult,Business,1
1516,3,"Martin, Dr. John Raj",male,44.7,1,2,VCWK1XX,36.04,,S,USA,Student,4,0,Unknown,Dr,Adult,Family Visit,0
1517,2,"Brown, Miss. Mary Ali",female,19.5,3,0,K24LHCS,22.45,F136,Q,USA,Seamstress,4,0,F,Miss,Teen,Vacation,0
1518,1,"Brown, Master. Mary Mary",male,22.6,0,1,K0MGNT7,64.67,,S,India,Clerk,2,0,E,Master,Adult,Business,0
1519,2,"Lee, Dr. Raj James",female,14.5,0,2,KOZHF8R,76.48,G109,S,USA,Doctor,3,0,G,Dr,Teen,Immigration,1
1520,2,"Murphy, Master. Emma John",male,43.9,1,0,ALKINH9,39.5,,C,Ireland,Doctor,2,0,D,Master,Adult,Business,1
1521,1,"Patel, Miss. Emma Raj",female,27.7,2,0,I1UNUWI,52.42,,S,Lebanon,Seamstress,3,0,F,Miss,Adult,Family Visit,0
1522,3,"Brown, Mrs. Raj James",female,19.3,1,2,LUW7FYG,26.93,,S,Ireland,Businessman,4,0,Unknown,Mrs,Teen,Immigration,1
1523,2,"Johnson, Mr. Raj Raj",male,25.9,2,0,BPHYKZA,52.22,,Q,Lebanon,Nurse,3,0,D,Mr,Adult,Immigration,0
1524,3,"Johnson, Miss. Ali Mary",female,35.0,0,2,E5202S2,11.74,,S,Lebanon,Merchant,3,0,Unknown,Miss,Adult,Business,0
1525,3,"Martin, Mrs. Anna Raj",female,24.7,2,1,AGFVU0M,21.41,,S,India,Clerk,4,0,Unknown,Mrs,Adult,Family Visit,1
1526,3,"Garcia, Mr. Raj Emma",male,38.4,3,0,7MB2NDJ,7.95,,Q,Sweden,Student,4,0,Unknown,Mr,Adult,Immigration,0
1527,1,"Patel, Dr. Raj James",male,5.5,3,0,F21AXQZ,165.96,,S,Finland,Clerk,4,0,Unknown,Dr,Child,Vacation,1
1528,1,"Garcia, Dr. James Mary",male,63.2,0,0,ZD5RM56,107.16,,S,Ireland,Engineer,1,1,B,Dr,Senior,Immigration,1
1529,1,"Brown, Dr. Anna Anna",male,52.5,2,0,FTTC0WG,92.64,,S,Lebanon,Merchant,3,0,D,Dr,Adult,Business,1
1530,2,"Garcia, Mrs. Anna Ali",female,34.3,1,1,1R5K4IA,50.79,,Q,USA,Engineer,3,0,Unknown,Mrs,Adult,Vacation,1
1531,3,"Khan, Dr. Anna Raj",female,32.0,1,0,7VBBY3K,26.43,,C,Sweden,Clerk,2,0,Unknown,Dr,Adult,Immigration,1
1532,3,"Patel, Dr. James Raj",male,15.5,2,1,KOZ9RYS,25.42,,S,USA,Labourer,4,0,Unknown,Dr,Teen,Immigration,0
1533,1,"Garcia, Dr. Emma Mary",female,39.9,3,1,JZS4S6W,117.25,,Q,England,Clerk,5,0,F,Dr,Adult,Vacation,0
1534,2,"Smith, Miss. James James",female,37.0,0,0,PTOG5TU,60.54,,S,Ireland,Merchant,1,1,Unknown,Miss,Adult,Vacation,0
1535,3,"Singh, Miss. Emma James",female,47.5,2,1,01K6WVT,17.3,,C,USA,Businessman,4,0,Unknown,Miss,Adult,Vacation,0
1536,3,"Murphy, Mr. Anna Ali",male,30.7,2,0,LJBBA8S,23.62,,S,France,Student,3,0,Unknown,Mr,Adult,Family Visit,0
1537,2,"Martin, Mrs. Emma John",female,48.6,0,1,QRT257I,58.2,,Q,Germany,Seamstress,2,0,Unknown,Mrs,Adult,Family Visit,1
1538,2,"Singh, Master. Raj James",male,36.3,0,2,0LCPOJ6,62.84,,S,Italy,Clerk,3,0,Unknown,Master,Adult,Family Visit,0
1539,3,"Martin, Dr. Ali Anna",female,11.1,2,2,PXPXW1B,17.17,,C,Italy,Labourer,5,0,Unknown,Dr,Child,Business,1
1540,3,"Brown, Mrs. Anna James",female,46.2,0,1,ZXXD5ZT,31.13,,S,India,Nurse,2,0,Unknown,Mrs,Adult,Business,1
1541,3,"Martin, Mrs. John David",female,15.1,2,0,0IIPHZP,39.45,,S,France,Seamstress,3,0,Unknown,Mrs,Teen,Immigration,0
1542,1,"Johnson, Master. Raj Mary",male,47.8,1,1,DAXDJ3Y,160.59,,S,Finland,Merchant,3,0,A,Master,Adult,Family Visit,1
1543,3,"Martin, Master. David James",male,8.6,2,1,JBCP543,16.25,,S,Sweden,Doctor,4,0,Unknown,Master,Child,Business,0
1544,3,"Lee, Dr. John Raj",male,20.2,3,0,X6U1O1K,21.16,,S,USA,Merchant,4,0,Unknown,Dr,Adult,Vacation,0
1545,3,"Lee, Mrs. John James",female,17.6,0,1,PU6SYM9,38.8,,C,Germany,Merchant,2,0,Unknown,Mrs,Teen,Vacation,0
1546,3,"Johnson, Mrs. John David",female,44.6,3,2,1ZUHN2Q,24.03,,Q,Italy,Nurse,6,0,Unknown,Mrs,Adult,Vacation,0
1547,3,"Martin, Master. Emma John",male,51.5,2,1,UG8AQTL,28.33,,Q,India,Clerk,4,0,Unknown,Master,Adult,Immigration,0
1548,3,"Murphy, Dr. David James",female,33.4,1,2,9LU954S,34.23,,S,India,Student,4,0,Unknown,Dr,Adult,Business,0
1549,2,"Garcia, Dr. Raj Ali",male,32.9,3,0,ZQQMUDW,19.9,,S,Finland,Seamstress,4,0,G,Dr,Adult,Immigration,0
1550,2,"Lee, Dr. David John",female,18.3,2,0,099BWL3,65.77,,S,USA,Labourer,3,0,C,Dr,Teen,Business,1
1551,3,"Khan, Mr. Raj Ali",male,24.4,1,0,E5JL4AI,31.7,,C,Ireland,Businessman,2,0,Unknown,Mr,Adult,Family Visit,0
1552,3,"Murphy, Dr. Mary James",male,22.3,0,2,3IIRBHU,37.58,,S,Germany,Engineer,3,0,Unknown,Dr,Adult,Immigration,1
1553,3,"Brown, Dr. Anna Ali",female,39.3,1,0,B36KHZY,10.08,,S,Lebanon,Merchant,2,0,Unknown,Dr,Adult,Business,0
1554,3,"Khan, Mrs. Anna Mary",female,28.9,1,0,Q455I83,16.66,,S,India,Labourer,2,0,Unknown,Mrs,Adult,Family Visit,0
1555,3,"Garcia, Dr. Mary James",male,35.3,1,1,B6H8PJ3,22.37,,Q,Germany,Doctor,3,0,Unknown,Dr,Adult,Immigration,0
1556,3,"Murphy, Dr. Emma Ali",male,32.3,0,1,TWJLW1C,11.96,,C,France,Merchant,2,0,Unknown,Dr,Adult,Immigration,0
1557,1,"Martin, Mrs. Ali Ali",female,38.9,2,2,BJ98ZUK,112.07,G144,S,Germany,Seamstress,5,0,G,Mrs,Adult,Business,0
1558,3,"Garcia, Miss. Anna John",female,35.5,2,0,X29CUIZ,19.46,,Q,USA,Businessman,3,0,Unknown,Miss,Adult,Family Visit,0
1559,1,"Martin, Dr. Raj Anna",male,50.5,0,1,0N264MQ,56.05,,S,India,Businessman,2,0,Unknown,Dr,Adult,Vacation,0
1560,1,"Lee, Mr. Anna Mary",male,32.8,1,0,VM9I2I8,160.28,,Q,Sweden,Seamstress,2,0,D,Mr,Adult,Business,1
1561,2,"Singh, Master. John David",male,25.5,1,2,2NE1AR9,69.74,,S,Italy,Student,4,0,G,Master,Adult,Immigration,0
1562,3,"Khan, Mr. Mary David",male,28.6,0,2,Z0ZUXJL,28.15,,S,USA,Nurse,3,0,Unknown,Mr,Adult,Business,0
1563,3,"Patel, Dr. Anna Mary",female,30.8,3,2,37RPHPN,23.27,,S,England,Clerk,6,0,Unknown,Dr,Adult,Vacation,1
1564,3,"Brown, Master. John John",male,10.1,3,1,BMAXWIQ,39.0,,S,Sweden,Labourer,5,0,Unknown,Master,Child,Family Visit,0
1565,3,"Murphy, Miss. Ali David",female,29.6,2,2,40F94DV,39.82,,C,Germany,Teacher,5,0,Unknown,Miss,Adult,Vacation,1
1566,1,"Johnson, Mrs. John Mary",female,38.6,1,1,2A6TFCV,196.33,C15,S,Germany,Clerk,3,0,C,Mrs,Adult,Immigration,0
1567,1,"Singh, Miss. James James",female,34.8,3,1,XN2P4EC,137.51,,S,Sweden,Seamstress,5,0,A,Miss,Adult,Vacation,1
1568,1,"Johnson, Mrs. Ali James",female,20.4,0,2,N5VRMTF,158.21,,C,Ireland,Merchant,3,0,G,Mrs,Adult,Immigration,1
1569,1,"Patel, Miss. Ali Anna",female,44.9,1,2,BMXNWRQ,120.99,G17,C,Sweden,Labourer,4,0,G,Miss,Adult,Vacation,1
1570,3,"Patel, Mrs. John Anna",female,30.9,2,1,YHYHAOR,5.08,,S,England,Labourer,4,0,Unknown,Mrs,Adult,Family Visit,1
1571,2,"Singh, Dr. Anna David",male,50.1,1,1,HRBPVRM,76.08,F23,S,Ireland,Doctor,3,0,F,Dr,Adult,Vacation,1
1572,3,"Johnson, Dr. John Mary",female,29.0,2,2,QA9RD0E,17.62,,S,France,Merchant,5,0,Unknown,Dr,Adult,Immigration,0
1573,3,"Patel, Miss. John Mary",female,44.6,3,2,CK4EJE0,6.93,,S,India,Clerk,6,0,Unknown,Miss,Adult,Immigration,0
1574,2,"Patel, Dr. David Anna",female,38.7,1,2,4FRKYV3,19.69,,C,France,Clerk,4,0,B,Dr,Adult,Business,1
1575,1,"Singh, Mrs. Ali Mary",female,42.1,3,2,AY0RXLP,136.33,,S,Italy,Labourer,6,0,D,Mrs,Adult,Immigration,1
1576,3,"Patel, Mr. Raj Anna",male,33.0,3,2,3IWXNUU,31.05,,S,England,Engineer,6,0,Unknown,Mr,Adult,Immigration,1
1577,1,"Khan, Dr. Anna John",female,39.1,0,0,23Q0GT1,69.63,,S,Finland,Labourer,1,1,B,Dr,Adult,Business,1
1578,3,"Garcia, Dr. Emma John",female,11.8,2,1,DTPN8HL,32.16,,C,France,Nurse,4,0,Unknown,Dr,Child,Vacation,1
1579,3,"Lee, Miss. Ali Anna",female,31.1,1,0,E25GVRK,10.53,,Q,England,Labourer,2,0,Unknown,Miss,Adult,Immigration,1
1580,3,"Martin, Mr. Anna Emma",male,35.7,3,0,4JN31DH,30.57,,C,France,Businessman,4,0,Unknown,Mr,Adult,Vacation,0
1581,1,"Martin, Master. Ali Raj",male,19.6,1,2,328W6JY,92.45,,Q,Ireland,Teacher,4,0,A,Master,Teen,Immigration,1
1582,3,"Patel, Mr. Anna Raj",male,55.4,1,0,R8PIAZW,27.94,,S,France,Seamstress,2,0,Unknown,Mr,Adult,Business,0
1583,3,"Singh, Master. Ali Raj",male,3.6,0,1,UH7DKRR,28.41,,Q,Germany,Engineer,2,0,Unknown,Master,Child,Vacation,0
1584,3,"Lee, Master. Mary Ali",male,14.7,2,1,C53Q3GA,16.03,,S,Germany,Labourer,4,0,Unknown,Master,Teen,Business,0
1585,1,"Smith, Miss. John Ali",female,33.9,1,0,9W7O5FI,172.17,G149,S,India,Clerk,2,0,G,Miss,Adult,Family Visit,1
1586,1,"Smith, Master. Anna Mary",male,18.1,1,0,3Q9TKA2,69.79,D10,Q,Sweden,Student,2,0,D,Master,Teen,Vacation,1
1587,1,"Smith, Dr. Raj David",female,20.3,0,0,TAVLXD1,143.12,,S,England,Labourer,1,1,Unknown,Dr,Adult,Family Visit,0
1588,3,"Brown, Mr. David Ali",male,54.3,3,1,B7KBPZ4,13.62,,S,Sweden,Businessman,5,0,Unknown,Mr,Adult,Business,0
1589,3,"Martin, Miss. Ali Raj",female,25.3,0,1,ZF2Y8NW,10.53,,C,Germany,Seamstress,2,0,Unknown,Miss,Adult,Immigration,1
1590,3,"Garcia, Dr. Mary James",male,44.4,0,0,BFEC63A,29.13,,C,Ireland,Merchant,1,1,Unknown,Dr,Adult,Immigration,0
1591,1,"Singh, Dr. Mary Ali",male,29.7,2,0,EBJ19D7,75.36,,S,Ireland,Engineer,3,0,E,Dr,Adult,Business,1
1592,3,"Smith, Dr. Raj David",male,65.0,0,2,HB5EN6S,17.74,,S,Germany,Student,3,0,Unknown,Dr,Senior,Business,0
1593,2,"Patel, Master. Ali Anna",male,28.3,0,2,IQ76X17,71.38,,S,England,Clerk,3,0,D,Master,Adult,Family Visit,0
1594,2,"Lee, Dr. Anna Mary",male,47.9,0,1,OCRADQP,34.35,D26,S,USA,Businessman,2,0,D,Dr,Adult,Business,0
1595,3,"Patel, Master. Emma David",male,39.9,0,0,28H1UIO,38.99,,S,Germany,Doctor,1,1,Unknown,Master,Adult,Immigration,0
1596,3,"Johnson, Dr. James Raj",female,19.8,0,2,R03H5NX,28.21,,S,Italy,Businessman,3,0,Unknown,Dr,Teen,Business,0
1597,1,"Khan, Dr. Raj Mary",female,22.0,0,1,IJ90ASA,165.04,B25,S,Italy,Merchant,2,0,B,Dr,Adult,Immigration,1
1598,1,"Johnson, Mr. Emma Anna",male,30.9,2,0,M9UUAKI,92.67,B8,S,India,Seamstress,3,0,B,Mr,Adult,Business,0
1599,3,"Singh, Mr. David Mary",male,28.4,1,2,WUPGKET,22.73,,S,USA,Student,4,0,Unknown,Mr,Adult,Immigration,0
1600,1,"Patel, Mr. Ali David",male,19.1,1,2,U8BCHV5,149.54,,C,Sweden,Engineer,4,0,C,Mr,Teen,Immigration,1
1601,3,"Singh, Dr. David Raj",male,24.4,1,1,WG7ELYQ,14.35,,Q,Finland,Labourer,3,0,Unknown,Dr,Adult,Immigration,0
1602,3,"Murphy, Mr. John Emma",male,36.3,0,1,OL3WTEC,32.77,,S,France,Doctor,2,0,Unknown,Mr,Adult,Business,0
1603,3,"Johnson, Miss. Emma John",female,34.8,3,0,LYHMDKP,22.02,,S,Sweden,Merchant,4,0,Unknown,Miss,Adult,Immigration,1
1604,1,"Khan, Dr. James Raj",female,56.0,0,0,OV0W229,73.47,G147,S,England,Businessman,1,1,G,Dr,Adult,Business,1
1605,1,"Johnson, Mr. Ali Mary",male,21.6,2,1,MR51A5S,163.63,,S,Germany,Student,4,0,C,Mr,Adult,Family Visit,0
1606,3,"Patel, Mrs. Anna James",female,39.1,3,1,KWIRB12,32.12,,S,Finland,Merchant,5,0,Unknown,Mrs,Adult,Vacation,0
1607,3,"Patel, Mr. John Emma",male,33.7,0,2,PUS84I1,8.42,,S,Lebanon,Clerk,3,0,Unknown,Mr,Adult,Immigration,0
1608,2,"Patel, Master. James Ali",male,30.6,2,1,EIG9BBQ,71.5,,S,Sweden,Clerk,4,0,Unknown,Master,Adult,Family Visit,0
1609,3,"Patel, Master. James John",male,21.5,2,1,9RD68IZ,32.45,,Q,USA,Businessman,4,0,Unknown,Master,Adult,Vacation,0
1610,2,"Smith, Master. Ali Emma",male,5.4,3,0,E57CWUH,38.96,C12,S,Finland,Doctor,4,0,C,Master,Child,Immigration,1
1611,2,"Brown, Dr. Emma Anna",male,32.6,0,2,L19CJQV,44.94,G102,S,Ireland,Labourer,3,0,G,Dr,Adult,Family Visit,0
1612,2,"Brown, Master. David Ali",male,14.9,3,0,Q1FUS6O,41.42,,S,Finland,Teacher,4,0,Unknown,Master,Teen,Family Visit,1
1613,3,"Garcia, Miss. John James",female,16.5,2,2,00W8637,8.57,,S,USA,Labourer,5,0,Unknown,Miss,Teen,Vacation,0
1614,1,"Khan, Miss. John Raj",female,32.6,1,0,7KJYPJA,173.78,,Q,India,Seamstress,2,0,C,Miss,Adult,Immigration,1
1615,2,"Patel, Dr. James Raj",female,26.9,2,0,9BI0Y1E,51.57,,C,Sweden,Doctor,3,0,Unknown,Dr,Adult,Business,1
1616,1,"Lee, Mrs. Mary Ali",female,45.7,0,0,E4LEJC1,74.18,B113,S,Sweden,Seamstress,1,1,B,Mrs,Adult,Business,1
1617,1,"Brown, Dr. Raj James",female,18.7,2,2,Q7U2WT8,81.12,,S,USA,Businessman,5,0,C,Dr,Teen,Family Visit,1
1618,3,"Patel, Mr. David Raj",male,0.5,1,2,WLUAQ4Q,28.87,,C,India,Clerk,4,0,Unknown,Mr,Child,Immigration,0
1619,1,"Lee, Mr. Raj David",male,46.6,0,1,3LXZCBO,182.71,,S,Lebanon,Engineer,2,0,F,Mr,Adult,Family Visit,1
1620,2,"Martin, Dr. John James",male,38.5,2,2,YPYAWXX,35.12,B94,C,Sweden,Engineer,5,0,B,Dr,Adult,Vacation,0
1621,2,"Smith, Mrs. Raj Ali",female,21.3,1,1,000Z7V8,70.96,,C,France,Doctor,3,0,A,Mrs,Adult,Family Visit,1
1622,2,"Brown, Mrs. John John",female,55.9,3,0,NM2DZTD,41.8,,Q,Italy,Student,4,0,C,Mrs,Adult,Vacation,1
1623,3,"Lee, Master. Anna James",male,13.8,2,0,AAQ7WOH,11.89,,S,Italy,Businessman,3,0,Unknown,Master,Teen,Immigration,0
1624,1,"Patel, Dr. Raj Emma",female,12.6,1,2,MWW11SE,190.35,,C,Ireland,Student,4,0,F,Dr,Child,Vacation,1
1625,2,"Garcia, Mrs. David Mary",female,28.4,0,1,HAI5VSS,31.82,,S,USA,Clerk,2,0,E,Mrs,Adult,Family Visit,0
1626,3,"Khan, Miss. John Ali",female,8.9,0,0,IZNGH48,20.31,,S,France,Businessman,1,1,Unknown,Miss,Child,Immigration,0
1627,1,"Brown, Miss. Raj Ali",female,18.9,0,2,BMXE1I2,179.79,,S,Ireland,Businessman,3,0,Unknown,Miss,Teen,Business,1
1628,3,"Patel, Dr. Ali Mary",male,4.9,2,2,8HJLFWZ,25.09,,S,Lebanon,Student,5,0,Unknown,Dr,Child,Family Visit,0
1629,1,"Singh, Mr. David Emma",male,34.1,2,1,NZS3AWJ,105.11,,C,Germany,Student,4,0,A,Mr,Adult,Family Visit,1
1630,3,"Smith, Dr. James Raj",female,33.9,0,1,3YFZH6G,33.83,,C,England,Merchant,2,0,Unknown,Dr,Adult,Business,1
1631,3,"Garcia, Dr. Mary Mary",male,37.4,1,2,9M7MBTL,15.15,,S,England,Student,4,0,Unknown,Dr,Adult,Family Visit,0
1632,1,"Lee, Mr. Mary Mary",male,40.8,2,2,YEL2W0U,167.44,,S,Ireland,Nurse,5,0,G,Mr,Adult,Vacation,0
1633,3,"Johnson, Mr. Ali John",male,38.4,2,0,NUQKBZ2,13.26,,S,Italy,Labourer,3,0,Unknown,Mr,Adult,Immigration,0
1634,1,"Lee, Dr. Anna Emma",female,18.1,0,2,ZYJ0NL4,177.38,,S,England,Merchant,3,0,G,Dr,Teen,Vacation,0
1635,3,"Murphy, Dr. Emma James",female,39.3,3,0,0KKOM4W,20.37,,S,Finland,Labourer,4,0,Unknown,Dr,Adult,Family Visit,1
1636,3,"Martin, Miss. Raj Emma",female,56.3,2,2,KBXX307,35.35,,S,France,Doctor,5,0,Unknown,Miss,Adult,Family Visit,1
1637,3,"Murphy, Miss. Mary David",female,27.1,0,1,K5851G3,38.76,,Q,Germany,Engineer,2,0,Unknown,Miss,Adult,Business,1
1638,1,"Khan, Master. David Emma",male,24.5,3,0,HM6JKZZ,52.9,,S,Ireland,Merchant,4,0,G,Master,Adult,Family Visit,1
1639,3,"Patel, Master. Raj Emma",male,33.5,0,2,X8OYWNZ,28.15,,C,Lebanon,Student,3,0,Unknown,Master,Adult,Family Visit,0
1640,3,"Singh, Dr. Mary Ali",female,34.5,3,2,ZE95OP9,23.57,,S,Finland,Teacher,6,0,Unknown,Dr,Adult,Family Visit,1
1641,3,"Brown, Dr. Mary Mary",female,51.8,3,1,CLPCMIP,27.28,,S,Italy,Doctor,5,0,Unknown,Dr,Adult,Vacation,0
1642,2,"Murphy, Miss. Mary David",female,15.0,2,2,RMJLEWA,30.33,,S,Italy,Doctor,5,0,Unknown,Miss,Teen,Business,1
1643,1,"Patel, Dr. Emma Emma",male,0.5,0,2,0ICDSV9,181.31,,S,Ireland,Merchant,3,0,B,Dr,Child,Family Visit,0
1644,3,"Smith, Dr. David Raj",female,34.0,0,0,8BE8V7M,9.46,,C,Italy,Engineer,1,1,Unknown,Dr,Adult,Business,1
1645,1,"Martin, Dr. Ali David",male,25.8,1,0,XI0EOEJ,66.54,D93,C,Lebanon,Businessman,2,0,D,Dr,Adult,Immigration,0
1646,3,"Khan, Master. James Anna",male,8.4,0,0,01JASXS,12.83,,S,France,Engineer,1,1,Unknown,Master,Child,Immigration,0
1647,2,"Lee, Dr. James Anna",female,39.8,1,2,F74KRNS,49.27,,S,USA,Labourer,4,0,A,Dr,Adult,Vacation,1
1648,1,"Garcia, Mrs. Mary Mary",female,39.8,1,1,YOIG6R1,151.45,,S,India,Businessman,3,0,C,Mrs,Adult,Vacation,1
1649,2,"Garcia, Dr. Ali James",male,16.2,2,1,DD61YM5,47.2,,S,Finland,Doctor,4,0,D,Dr,Teen,Immigration,1
1650,1,"Smith, Miss. John Ali",female,26.5,3,2,Q5X4UZ0,71.38,,S,India,Businessman,6,0,Unknown,Miss,Adult,Family Visit,1
1651,3,"Lee, Dr. David David",male,28.2,0,1,8NIN95H,31.03,,S,USA,Labourer,2,0,Unknown,Dr,Adult,Family Visit,0
